locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
3475484	YP_001460127.1	157162809	57075	3509886	3510563	+	EcHS_A3529	gspO	type 4 prepilin peptidase (RefSeq)	COG1989	NOU	Type II secretory pathway, prepilin signal peptidase PulO and related peptidases			GO:0009367,GO:0016020,GO:0004190,GO:0008978	2.1.1.-,3.4.23.43	,Prepilin peptidase.
3475485	YP_001460128.1	157162810	57075	3511068	3510592	-	EcHS_A3530	bfr	bacterioferritin (RefSeq)	COG2193	P	Bacterioferritin (cytochrome b1)	TIGR00754 bacterioferritin [bfr]	Transport and binding proteins:Cations and iron carrying compounds	GO:0006826,GO:0006879,GO:0008199,GO:0016491		
3475486	YP_001460129.1	157162811	57075	3511334	3511140	-	EcHS_A3531	bfd	bacterioferritin-associated ferredoxin (RefSeq)	COG2906	P	Bacterioferritin-associated ferredoxin					
3475487	YP_001460130.1	157162812	57075	3511500	3511384	-	EcHS_A3532	EcHS_A3532	hypothetical protein (RefSeq)								
3475488	YP_001460131.1	157162813	57075	3514196	3511503	-	EcHS_A3533	chiA	bifunctional chitinase/lysozyme (RefSeq)						GO:0005975,GO:0005576,GO:0003796,GO:0008843,GO:0004553,GO:0030246,GO:0043169	3.2.1.14,3.2.1.17	Chitinase.,Lysozyme.
3475489	YP_001460132.1	157162814	57075	3514439	3514281	-	EcHS_A3534	EcHS_A3534	hypothetical protein (RefSeq)								
3475490	YP_001460133.1	157162815	57075	3515672	3514488	-	EcHS_A3535	tuf2	translation elongation factor Tu (RefSeq)	COG50	J	GTPases - translation elongation factors	TIGR00231 small GTP-binding protein domain,TIGR00485 translation elongation factor Tu [tuf]	Protein synthesis:Translation factors	GO:0006414,GO:0005622,GO:0003746,GO:0003924,GO:0008547,GO:0005525	3.6.5.3	Protein-synthesizing GTPase.
3475491	YP_001460134.1	157162816	57075	3517857	3515743	-	EcHS_A3536	fusA	translation elongation factor G (RefSeq)	COG480	J	Translation elongation factors (GTPases)	TIGR00231 small GTP-binding protein domain,TIGR00484 translation elongation factor G [fusA]	Protein synthesis:Translation factors	GO:0006414,GO:0005622,GO:0003746,GO:0003924,GO:0008547,GO:0005525	3.6.5.3	Protein-synthesizing GTPase.
3475492	YP_001460135.1	157162817	57075	3518424	3517954	-	EcHS_A3537	rpsG	ribosomal protein S7 (RefSeq)	COG49	J	Ribosomal protein S7	TIGR01029 ribosomal protein S7 [rpsG]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
3475493	YP_001460136.1	157162818	57075	3518895	3518521	-	EcHS_A3538	rpsL	ribosomal protein S12 (RefSeq)	COG48	J	Ribosomal protein S12	TIGR00981 ribosomal protein S12 [rpsL]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
3475494	YP_001460137.1	157162819	57075	3519308	3519021	-	EcHS_A3539	dsrH	sulfur relay protein TusD/DsrH (RefSeq)	COG2168	P	Uncharacterized conserved protein involved in oxidation of intracellular sulfur	TIGR03011 sulfur relay protein TusB/DsrH [dsrH]	Protein synthesis:tRNA and rRNA base modification		2.8.-.-	
3475495	YP_001460138.1	157162820	57075	3519675	3519316	-	EcHS_A3540	tusC	sulfur relay protein TusC/DsrF (RefSeq)	COG2923	P	Uncharacterized protein involved in the oxidation of intracellular sulfur	TIGR03010 sulfur relay protein TusC/DsrF [tusC]	Protein synthesis:tRNA and rRNA base modification			
3475496	YP_001460139.1	157162821	57075	3520061	3519675	-	EcHS_A3541	tusD	sulfurtransferase TusD (RefSeq)	COG1553	P	Uncharacterized conserved protein involved in intracellular sulfur reduction	TIGR03012 sulfur relay protein TusD/DsrE [tusD]	Protein synthesis:tRNA and rRNA base modification		2.8.1.-	
3475497	YP_001460140.1	157162822	57075	3520783	3520061	-	EcHS_A3542	EcHS_A3542	hypothetical protein (RefSeq)	COG2964	S	Uncharacterized protein conserved in bacteria					
3475498	YP_001460141.1	157162823	57075	3521762	3520950	-	EcHS_A3543	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA (RefSeq)	COG545	O	FKBP-type peptidyl-prolyl cis-trans isomerases 1			GO:0006457,GO:0003755,GO:0042027,GO:0004600,GO:0030051	5.2.1.8	Peptidylprolyl isomerase.
3475499	YP_001460142.1	157162824	57075	3521983	3522201	+	EcHS_A3544	EcHS_A3544	slyX protein (RefSeq)	COG2900	S	Uncharacterized protein conserved in bacteria					
3475500	YP_001460143.1	157162825	57075	3522840	3522250	-	EcHS_A3545	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (RefSeq)	COG1047	O	FKBP-type peptidyl-prolyl cis-trans isomerases 2			GO:0006457,GO:0003755,GO:0042027,GO:0004600,GO:0030051	5.2.1.8	Peptidylprolyl isomerase.
3475501	YP_001460144.1	157162826	57075	3523135	3522935	-	EcHS_A3546	EcHS_A3546	hypothetical protein (RefSeq)	COG3529	R	Predicted nucleic-acid-binding protein containing a Zn-ribbon domain	TIGR02443 conserved hypothetical protein				
3475502	YP_001460145.1	157162827	57075	3524950	3523145	-	EcHS_A3547	kefB	glutathione-regulated potassium-efflux system protein KefB (RefSeq)	COG475	P	Kef-type K+ transport systems, membrane components	TIGR00932 transporter, monovalent cation:proton antiporter-2 (CPA2) family	Transport and binding proteins:Cations and iron carrying compounds	GO:0006813,GO:0006885,GO:0016021,GO:0015299		
3475503	YP_001460146.1	157162828	57075	3525504	3524950	-	EcHS_A3548	kefG	glutathione-regulated potassium-efflux system ancillary protein kefG (RefSeq)	COG2249	R	Putative NADPH-quinone reductase (modulator of drug activity B)			GO:0006118,GO:0016491,GO:0050662	1.6.99.-	
3475504	YP_001460147.1	157162829	57075	3525632	3527545	+	EcHS_A3549	EcHS_A3549	ABC transporter, ATP-binding protein (RefSeq)	COG488	R	ATPase components of ABC transporters with duplicated ATPase domains			GO:0005524,GO:0016887		
3475505	YP_001460148.1	157162830	57075	3527545	3528567	+	EcHS_A3550	EcHS_A3550	hydrolase, alpha/beta fold family (RefSeq)	COG429	R	Predicted hydrolase of the alpha/beta-hydrolase fold					
3475506	YP_001460149.1	157162831	57075	3528561	3528779	+	EcHS_A3551	EcHS_A3551	hypothetical protein (RefSeq)	COG3089	S	Uncharacterized protein conserved in bacteria					
3475507	YP_001460150.1	157162832	57075	3528833	3529702	+	EcHS_A3552	EcHS_A3552	phosphoribulokinase/uridine kinase family protein (RefSeq)	COG3954	C	Phosphoribulokinase			GO:0005975,GO:0009058,GO:0005524,GO:0008974	2.7.1.19	Phosphoribulokinase.
3475508	YP_001460151.1	157162833	57075	3530161	3529757	-	EcHS_A3553	EcHS_A3553	OsmC family protein (RefSeq)	COG1765	O	Predicted redox protein, regulator of disulfide bond formation			GO:0006950		
3475509	YP_001460152.1	157162834	57075	3530463	3531095	+	EcHS_A3554	crp	catabolite gene activator (RefSeq)	COG664	T	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases			GO:0006355,GO:0005622,GO:0003700		
3475510	YP_001460153.1	157162835	57075	3531146	3533236	+	EcHS_A3555	EcHS_A3555	integral membrane protein, YccS/YhfK family (RefSeq)	COG1289	S	Predicted membrane protein	TIGR01667 integral membrane protein, YccS/YhfK family				
3475511	YP_001460154.1	157162836	57075	3534523	3533303	-	EcHS_A3556	argD	acetylornithine/succinyldiaminopimelate aminotransferase (RefSeq)	COG4992	E	Ornithine/acetylornithine aminotransferase	TIGR00707 acetylornithine and succinylornithine aminotransferases [argD],TIGR03246 succinylornithine transaminase family [astC]	Energy metabolism:Amino acids and amines	GO:0006525,GO:0003992,GO:0030170,GO:0043825,GO:0008483,GO:0009016	2.6.1.81,2.6.1.11,2.6.1.17	Succinylornithine transaminase.,Acetylornithine transaminase.,Succinyldiaminopimelate transaminase.
3475512	YP_001460155.1	157162837	57075	3535172	3534609	-	EcHS_A3557	pabA	aminodeoxychorismate synthase, component II (RefSeq)	COG512	EH	Anthranilate/para-aminobenzoate synthases component II	TIGR00566 glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase		GO:0006541,GO:0009058,GO:0004049,GO:0046820,GO:0016874	6.3.5.8	Transferred entry: 2.6.1.85.
3475513	YP_001460156.1	157162838	57075	3535806	3535204	-	EcHS_A3558	fic	cell filamentation protein Fic (RefSeq)	COG2184	D	Protein involved in cell division			GO:0000074		
3475514	YP_001460157.1	157162839	57075	3536640	3536068	-	EcHS_A3559	ppiA	peptidyl-prolyl cis-trans isomerase A (RefSeq)	COG652	O	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family			GO:0006457,GO:0003755,GO:0042027,GO:0004600,GO:0030051	5.2.1.8	Peptidylprolyl isomerase.
3475515	YP_001460158.1	157162840	57075	3536911	3538092	+	EcHS_A3560	tsgA	major facilitator family transporter TsgA (RefSeq)	COG2814	G	Arabinose efflux permease			GO:0006810,GO:0016021,GO:0005215		
3475516	YP_001460159.1	157162841	57075	3538355	3540898	+	EcHS_A3561	nirB	nitrite reductase [NAD(P)H], large subunit (RefSeq)	COG1251	C	NAD(P)H-nitrite reductase	TIGR02374 nitrite reductase [NAD(P)H], large subunit [nirB]	Central intermediary metabolism:Nitrogen metabolism	GO:0006118,GO:0042128,GO:0050660,GO:0008942,GO:0050661,GO:0020037,GO:0051536	1.7.1.4	Nitrite reductase (NAD(P)H).
3475517	YP_001460160.1	157162842	57075	3540895	3541221	+	EcHS_A3562	nirD	nitrite reductase [NAD(P)H], small subunit (RefSeq)	COG2146	PR	Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases	TIGR02378 nitrite reductase [NAD(P)H], small subunit [nirD]	Central intermediary metabolism:Nitrogen metabolism	GO:0006118,GO:0008942,GO:0016491	1.7.1.4	Nitrite reductase (NAD(P)H).
3475518	YP_001460161.1	157162843	57075	3541348	3542154	+	EcHS_A3563	nirC	nitrite transporter NirC (RefSeq)	COG2116	P	Formate/nitrite family of transporters	TIGR00790 formate/nitrite transporter [fnt]	Transport and binding proteins:Anions	GO:0006810,GO:0016020,GO:0005215		
3475519	YP_001460162.1	157162844	57075	3542173	3543546	+	EcHS_A3564	cysG	siroheme synthase (RefSeq)	COG7	H	Uroporphyrinogen-III methylase	TIGR01469 uroporphyrinogen-III C-methyltransferase [cobA],TIGR01470 siroheme synthase, N-terminal domain	Biosynthesis of cofactors, prosthetic groups, and carriers:Heme, porphyrin, and cobalamin	GO:0006779,GO:0009236,GO:0004851,GO:0043115,GO:0051266,GO:0008168,GO:0051287	1.3.1.76,2.1.1.107,4.99.1.4	Precorrin-2 dehydrogenase.,Uroporphyrinogen-III C-methyltransferase.,Sirohydrochlorin ferrochelatase.
3475520	YP_001460163.1	157162845	57075	3543793	3543960	+	EcHS_A3565	EcHS_A3565	putative lipoprotein (RefSeq)								
3475521	YP_001460164.1	157162846	57075	3544204	3545592	+	EcHS_A3566	EcHS_A3566	putative fructoselysine transporter FrlA (RefSeq)	COG833	E	Amino acid transporters			GO:0006865,GO:0016020,GO:0015171		
3475522	YP_001460165.1	157162847	57075	3545592	3546635	+	EcHS_A3567	EcHS_A3567	SIS family protein (RefSeq)	COG2222	M	Predicted phosphosugar isomerases			GO:0005975,GO:0005529	3.5.-.-	
3475523	YP_001460166.1	157162848	57075	3546685	3547515	+	EcHS_A3568	EcHS_A3568	AP endonuclease, family 2 (RefSeq)	COG1082	G	Sugar phosphate isomerases/epimerases					
3475524	YP_001460167.1	157162849	57075	3547512	3548297	+	EcHS_A3569	EcHS_A3569	kinase, pfkB family (RefSeq)	COG524	G	Sugar kinases, ribokinase family				2.7.1.-	
3475525	YP_001460168.1	157162850	57075	3548397	3549128	+	EcHS_A3570	frlR	GntR-family transcriptional regulator FrlR (RefSeq)	COG2188	K	Transcriptional regulators			GO:0006355,GO:0005622,GO:0003700		
3475526	YP_001460169.1	157162851	57075	3550365	3549280	-	EcHS_A3571	EcHS_A3571	hypothetical protein (RefSeq)	COG1167	KE	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs			GO:0006520,GO:0009058,GO:0016769,GO:0030170		
3475527	YP_001460170.1	157162852	57075	3551681	3550377	-	EcHS_A3572	EcHS_A3572	hypothetical protein (RefSeq)								
3475528	YP_001460171.1	157162853	57075	3552046	3551693	-	EcHS_A3573	EcHS_A3573	hypothetical protein (RefSeq)						GO:0005975		
3475529	YP_001460172.1	157162854	57075	3552935	3552057	-	EcHS_A3574	EcHS_A3574	phosphotriesterase family protein (RefSeq)	COG1735	R	Predicted metal-dependent hydrolase with the TIM-barrel fold			GO:0009056,GO:0008270,GO:0016788		
3475530	YP_001460173.1	157162855	57075	3554158	3552932	-	EcHS_A3575	EcHS_A3575	metalloenzyme domain protein (RefSeq)	COG1015	G	Phosphopentomutase			GO:0043094,GO:0009117,GO:0005737,GO:0000287,GO:0008973		
3475531	YP_001460174.1	157162856	57075	3555321	3554158	-	EcHS_A3576	EcHS_A3576	alanine racemase family (RefSeq)	COG3457	E	Predicted amino acid racemase					
3475532	YP_001460175.1	157162857	57075	3555767	3555405	-	EcHS_A3577	EcHS_A3577	hypothetical protein (RefSeq)						GO:0006355		
3475533	YP_001460176.1	157162858	57075	3556689	3555784	-	EcHS_A3578	EcHS_A3578	hypothetical protein (RefSeq)								
3475534	YP_001460177.1	157162859	57075	3556960	3556715	-	EcHS_A3579	EcHS_A3579	hypothetical protein (RefSeq)								
3475535	YP_001460178.1	157162860	57075	3557983	3556979	-	EcHS_A3580	trpS	tryptophanyl-tRNA synthetase (RefSeq)	COG180	J	Tryptophanyl-tRNA synthetase	TIGR00233 tryptophan--tRNA ligase [trpS]	Protein synthesis:tRNA aminoacylation	GO:0006436,GO:0005737,GO:0004830,GO:0005524	6.1.1.2	Tryptophan--tRNA ligase.
3475536	YP_001460179.1	157162861	57075	3558734	3557976	-	EcHS_A3581	gph	phosphoglycolate phosphatase (RefSeq)	COG546	R	Predicted phosphatases	TIGR01449 phosphoglycolate phosphatase, bacterial [gph],TIGR01509 HAD hydrolase, family IA, variant 3,TIGR01549 HAD hydrolase, family IA, variant 1	Energy metabolism:Sugars	GO:0008152,GO:0008967	3.1.3.18	Phosphoglycolate phosphatase.
3475537	YP_001460180.1	157162862	57075	3559404	3558727	-	EcHS_A3582	rpe	ribulose-phosphate 3-epimerase (RefSeq)	COG36	G	Pentose-5-phosphate-3-epimerase	TIGR01163 ribulose-phosphate 3-epimerase [rpe]	Energy metabolism:Pentose phosphate pathway	GO:0005975,GO:0004750	5.1.3.1	Ribulose-phosphate 3-epimerase.
3475538	YP_001460181.1	157162863	57075	3560258	3559422	-	EcHS_A3583	dam	DNA adenine methylase (RefSeq)	COG338	L	Site-specific DNA methylase	TIGR00571 DNA adenine methylase [dam]	DNA metabolism:DNA replication, recombination, and repair	GO:0006306,GO:0003676,GO:0003677,GO:0009007	2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific).
3475539	YP_001460182.1	157162864	57075	3561663	3560365	-	EcHS_A3584	damX	DamX protein (RefSeq)	COG3266	S	Uncharacterized protein conserved in bacteria					
3475540	YP_001460183.1	157162865	57075	3562843	3561755	-	EcHS_A3585	aroB	3-dehydroquinate synthase (RefSeq)	COG337	E	3-dehydroquinate synthetase	TIGR01357 3-dehydroquinate synthase [aroB]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009073,GO:0003856	4.2.3.4	3-dehydroquinate synthase.
3475541	YP_001460184.1	157162866	57075	3563421	3562900	-	EcHS_A3586	aroK	shikimate kinase (RefSeq)	COG703	E	Shikimate kinase			GO:0004765,GO:0005524,GO:0017111	2.7.1.71	Shikimate kinase.
3475542	YP_001460185.1	157162867	57075	3565060	3563822	-	EcHS_A3587	EcHS_A3587	protein transporter HofQ (RefSeq)	COG4796	U	Type II secretory pathway, component HofQ	TIGR02515 type IV pilus secretin PilQ [pilQ]	Cell envelope:Surface structures	GO:0009297,GO:0009306,GO:0009935,GO:0019867,GO:0008565		
3475543	YP_001460186.1	157162868	57075	3565806	3565366	-	EcHS_A3588	EcHS_A3588	hypothetical protein (RefSeq)								
3475544	YP_001460187.1	157162869	57075	3566329	3565790	-	EcHS_A3589	EcHS_A3589	PilN family protein (RefSeq)	COG3166	NU	Tfp pilus assembly protein PilN					
3475545	YP_001460188.1	157162870	57075	3567108	3566329	-	EcHS_A3590	hofM	HofM protein (RefSeq)								
3475546	YP_001460189.1	157162871	57075	3567228	3569780	+	EcHS_A3591	mrcA	penicillin-binding protein 1A (RefSeq)	COG5009	M	Membrane carboxypeptidase/penicillin-binding protein	TIGR02074 penicillin-binding protein, 1A family	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0046677,GO:0009252,GO:0009274,GO:0008233,GO:0016763,GO:0008658	2.4.1.-,3.4.-.-,2.4.2.-	,,
3475547	YP_001460190.1	157162872	57075	3570508	3569948	-	EcHS_A3592	nudE	ADP compounds hydrolase NudE (RefSeq)						GO:0016787	3.6.1.-	
3475548	YP_001460191.1	157162873	57075	3570712	3570831	+	EcHS_A3593	EcHS_A3593	hypothetical protein (RefSeq)								
3475549	YP_001460192.1	157162874	57075	3570828	3572963	+	EcHS_A3594	EcHS_A3594	hypothetical protein (RefSeq)						GO:0009276,GO:0016021		
3475550	YP_001460193.1	157162875	57075	3573028	3573696	+	EcHS_A3595	EcHS_A3595	HAD hydrolase, IA family (RefSeq)	COG1011	R	Predicted hydrolase (HAD superfamily)	TIGR01509 HAD hydrolase, family IA, variant 3	Unknown function:Enzymes of unknown specificity	GO:0008152,GO:0016787		
3475551	YP_001460194.1	157162876	57075	3573707	3574108	+	EcHS_A3596	hslR	heat shock protein 15 (RefSeq)	COG1188	J	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)			GO:0003723		
3475552	YP_001460195.1	157162877	57075	3574127	3575011	+	EcHS_A3597	hslO	chaperonin HslO (RefSeq)	COG1281	O	Disulfide bond chaperones of the HSP33 family			GO:0006457,GO:0005737,GO:0051082		
3475553	YP_001460196.1	157162878	57075	3576798	3575074	-	EcHS_A3598	EcHS_A3598	hypothetical protein (RefSeq)								
3475554	YP_001460197.1	157162879	57075	3577005	3576874	-	EcHS_A3599	EcHS_A3599	hypothetical protein (RefSeq)								
3475555	YP_001460198.1	157162880	57075	3577177	3578799	+	EcHS_A3600	pckA	phosphoenolpyruvate carboxykinase (ATP) (RefSeq)	COG1866	C	Phosphoenolpyruvate carboxykinase (ATP)	TIGR00224 phosphoenolpyruvate carboxykinase (ATP) [pckA]	Energy metabolism:Glycolysis/gluconeogenesis	GO:0006094,GO:0004612,GO:0005524	4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP).
3475556	YP_001460199.1	157162881	57075	3580227	3578875	-	EcHS_A3601	envZ	osmolarity sensor protein EnvZ (RefSeq)	COG2972	T	Predicted signal transduction protein with a C-terminal ATPase domain			GO:0018106,GO:0007165,GO:0016020,GO:0000155,GO:0005524	2.7.13.3,2.7.3.-	Histidine kinase.,
3475557	YP_001460200.1	157162882	57075	3580943	3580224	-	EcHS_A3602	ompR	transcriptional regulatory protein OmpR (RefSeq)	COG745	TK	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain			GO:0000160,GO:0006355,GO:0000156,GO:0003677		
3475558	YP_001460201.1	157162883	57075	3581171	3581647	+	EcHS_A3603	greB	transcription elongation factor GreB (RefSeq)	COG782	K	Transcription elongation factor	TIGR01461 transcription elongation factor GreB [greB]	Transcription:Transcription factors	GO:0006355,GO:0003677,GO:0003711		
3475559	YP_001460202.1	157162884	57075	3581744	3584065	+	EcHS_A3604	yhgF	protein yhgF (RefSeq)	COG2183	K	Transcriptional accessory protein			GO:0006139,GO:0003723,GO:0016788		
3475560	YP_001460203.1	157162885	57075	3584503	3584730	+	EcHS_A3605	EcHS_A3605	feoA family protein (RefSeq)	COG1918	P	Fe2+ transport system protein A			GO:0005506		
3475561	YP_001460204.1	157162886	57075	3584747	3587068	+	EcHS_A3606	feoB	ferrous iron transport protein B (RefSeq)	COG370	P	Fe2+ transport system protein B	TIGR00437 ferrous iron transport protein B [feoB]	Transport and binding proteins:Cations and iron carrying compounds	GO:0015684,GO:0009276,GO:0005622,GO:0016021,GO:0001882,GO:0003924,GO:0015093,GO:0005525		
3475562	YP_001460205.1	157162887	57075	3587068	3587304	+	EcHS_A3607	EcHS_A3607	hypothetical protein (RefSeq)								
3475563	YP_001460206.1	157162888	57075	3587507	3588385	+	EcHS_A3608	EcHS_A3608	putative transposase, YhgA (RefSeq)	COG5464	S	Uncharacterized conserved protein	TIGR01784 conserved hypothetical protein				
3475564	YP_001460207.1	157162889	57075	3589184	3588414	-	EcHS_A3609	EcHS_A3609	putative pimeloyl-BioC--CoA transferase BioH (RefSeq)	COG596	R	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	TIGR01738 putative pimeloyl-BioC--CoA transferase BioH [bioH]	Biosynthesis of cofactors, prosthetic groups, and carriers:Biotin	GO:0009102		
